loc,v(g),l,d,i,e,b,t,lOBlank,locCodeAndComment,uniq_Op,defects
42.0,4.0,0.04,24.29,40.99,24191.92,0.33,1344.0,3,0,14.0,False
18.0,3.0,0.13,7.7,22.25,1319.01,0.06,73.28,3,0,11.0,False
72.0,7.0,0.03,31.16,45.73,44408.26,0.48,2467.13,6,0,21.0,False
87.0,2.0,0.05,18.75,72.16,25368.9,0.45,1409.38,31,0,15.0,False
83.0,7.0,0.04,24.32,69.74,41232.7,0.57,2290.71,9,7,22.0,False
84.0,7.0,0.03,39.94,64.93,103571.6,0.86,5753.98,5,0,19.0,False
152.0,23.0,0.03,35.67,109.59,139425.57,1.3,7745.87,6,0,27.0,False
150.0,17.0,0.03,34.77,98.49,119047.18,1.14,6613.73,18,0,26.0,False
76.0,2.0,0.03,34.89,71.77,87390.38,0.83,4855.02,13,0,16.0,False
29.0,2.0,0.09,11.31,42.73,5466.1,0.16,303.67,3,0,16.0,False
44.0,2.0,0.05,20.96,45.37,19925.58,0.32,1106.98,8,0,19.0,False
49.0,3.0,0.05,19.15,79.65,29217.49,0.51,1623.19,5,0,20.0,False
48.0,5.0,0.05,19.2,63.9,23561.24,0.41,1308.96,3,0,19.0,False
23.0,3.0,0.09,11.73,43.78,6027.31,0.17,334.85,2,0,16.0,False
8.0,2.0,0.16,6.43,13.69,565.71,0.03,31.43,0,0,9.0,False
29.0,5.0,0.08,13.19,42.22,7344.82,0.19,408.05,3,0,15.0,False
6.0,1.0,0.23,4.36,30.91,588.59,0.04,32.7,0,0,6.0,False
11.0,2.0,0.09,11.43,16.75,2187.86,0.06,121.55,1,0,8.0,False
28.0,5.0,0.08,12.09,38.91,5688.33,0.16,316.02,2,1,14.0,False
20.0,2.0,0.09,11.14,35.75,4433.21,0.13,246.29,3,0,14.0,False
80.0,8.0,0.04,26.21,83.89,57631.0,0.73,3201.72,9,0,18.0,False
11.0,2.0,0.09,11.43,16.75,2187.86,0.06,121.55,1,0,8.0,False
15.0,2.0,0.17,5.85,45.67,1563.06,0.09,86.84,1,0,9.0,False
5.0,1.0,0.67,1.5,10.84,24.38,0.01,1.35,0,0,3.0,False
10.0,3.0,0.17,5.83,13.71,466.67,0.03,25.93,2,0,10.0,False
27.0,3.0,0.04,24.67,16.37,9960.84,0.13,553.38,4,0,16.0,False
29.0,8.0,0.05,21.82,16.8,7998.78,0.12,444.38,3,0,20.0,False
4.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,3.0,False
21.0,2.0,0.11,8.88,29.42,2321.93,0.09,129.0,4,0,11.0,False
14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
19.0,5.0,0.11,8.91,20.33,1613.53,0.06,89.64,2,0,14.0,False
21.0,5.0,0.13,7.68,29.25,1725.82,0.07,95.88,0,0,13.0,False
17.0,16.0,0.06,15.71,36.76,9078.23,0.19,504.35,0,1,10.0,False
258.0,22.0,0.02,54.64,68.15,203486.65,1.24,11304.81,43,5,26.0,False
9.0,2.0,0.19,5.25,8.86,244.16,0.02,13.56,1,0,6.0,False
12.0,3.0,0.12,8.13,14.37,948.66,0.04,52.7,1,0,10.0,False
33.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
16.0,2.0,0.09,11.25,11.84,1498.68,0.04,83.26,3,0,9.0,False
79.0,15.0,0.03,39.79,46.26,73258.25,0.61,4069.9,5,0,22.0,False
39.0,3.0,0.07,14.22,44.64,9029.3,0.21,501.63,4,0,16.0,False
65.0,8.0,0.04,26.25,39.11,26951.11,0.34,1497.28,8,0,21.0,False
46.0,5.0,0.03,28.88,31.95,26640.98,0.31,1480.05,5,0,21.0,False
68.0,9.0,0.02,40.77,25.75,42810.26,0.35,2378.35,7,0,26.0,False
20.0,3.0,0.13,7.56,18.54,1060.12,0.05,58.9,2,0,11.0,False
21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
25.0,3.0,0.08,12.86,27.05,4472.13,0.12,248.45,4,0,12.0,False
14.0,3.0,0.07,14.0,7.83,1534.73,0.04,85.26,1,0,7.0,False
24.0,6.0,0.05,19.38,19.87,7465.9,0.13,414.77,5,0,14.0,False
13.0,2.0,0.11,9.1,18.64,1543.76,0.06,85.76,2,0,14.0,False
20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
26.0,5.0,0.05,18.4,15.58,5275.77,0.1,293.1,3,0,16.0,False
33.0,6.0,0.05,19.38,23.48,8814.72,0.15,489.71,5,0,20.0,False
25.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
23.0,4.0,0.05,18.75,17.53,6164.28,0.11,342.46,3,0,18.0,False
8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
9.0,3.0,0.19,5.25,13.4,369.2,0.02,20.51,1,0,9.0,False
17.0,2.0,0.08,12.0,28.55,4111.21,0.11,228.4,2,0,9.0,False
13.0,3.0,0.06,15.6,8.65,2104.23,0.04,116.9,1,0,12.0,False
15.0,6.0,0.05,21.0,15.94,7029.62,0.11,390.53,0,0,14.0,False
22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
17.0,2.0,0.14,7.33,19.45,1045.91,0.05,58.11,2,0,11.0,False
53.0,8.0,0.03,31.0,29.73,28567.08,0.31,1587.06,8,0,24.0,False
14.0,2.0,0.18,5.45,26.48,787.8,0.05,43.77,2,0,8.0,False
59.0,21.0,0.03,36.22,45.88,60192.39,0.55,3344.02,3,0,27.0,False
11.0,3.0,0.06,17.33,9.56,2871.6,0.06,159.53,0,0,13.0,False
18.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
29.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
57.0,3.0,0.05,20.85,41.72,18142.68,0.29,1007.93,6,0,13.0,False
20.0,4.0,0.04,22.75,16.19,8377.48,0.12,465.42,1,0,21.0,False
36.0,7.0,0.03,29.0,11.65,9795.15,0.11,544.18,3,0,12.0,False
29.0,3.0,0.09,11.25,22.28,2819.56,0.08,156.64,5,0,9.0,False
7.0,2.0,0.18,5.6,9.6,301.14,0.02,16.73,1,0,7.0,False
15.0,2.0,0.08,11.82,20.17,2817.67,0.08,156.54,2,0,13.0,False
4.0,1.0,0.5,2.0,13.5,54.0,0.01,3.0,0,0,4.0,False
46.0,7.0,0.06,17.0,30.95,8944.63,0.18,496.92,3,3,17.0,False
27.0,11.0,0.03,36.0,18.66,24189.7,0.22,1343.87,2,0,21.0,False
27.0,11.0,0.03,38.5,19.47,28861.11,0.25,1603.39,2,0,21.0,False
29.0,11.0,0.02,40.69,20.36,33701.58,0.28,1872.31,2,0,21.0,False
47.0,14.0,0.02,51.25,24.43,64172.3,0.42,3565.13,2,0,25.0,False
30.0,11.0,0.03,31.89,21.51,21879.7,0.23,1215.54,3,0,19.0,False
27.0,11.0,0.03,31.54,18.23,18136.54,0.19,1007.59,2,0,20.0,False
9.0,2.0,0.14,7.0,9.49,465.07,0.02,25.84,0,0,7.0,False
18.0,4.0,0.12,8.18,24.3,1626.62,0.07,90.37,1,0,9.0,False
4.0,1.0,0.5,2.0,9.83,39.3,0.01,2.18,0,0,4.0,False
14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
35.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
92.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
54.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
11.0,2.0,0.18,5.63,29.67,938.86,0.06,52.16,0,0,9.0,False
7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
15.0,4.0,0.06,15.75,10.76,2669.82,0.06,148.32,0,0,7.0,False
26.0,5.0,0.08,12.83,19.2,3161.49,0.08,175.64,3,0,11.0,False
12.0,3.0,0.08,12.25,10.45,1567.99,0.04,87.11,0,0,7.0,False
40.0,7.0,0.04,27.6,23.2,17672.26,0.21,981.79,3,0,23.0,False
26.0,6.0,0.05,20.43,10.79,4502.83,0.07,250.16,5,0,13.0,False
25.0,7.0,0.04,23.64,14.25,7962.74,0.11,442.37,6,0,20.0,False
22.0,3.0,0.08,12.6,16.99,2697.06,0.07,149.84,1,0,12.0,False
31.0,6.0,0.04,25.44,18.98,12281.46,0.16,682.3,2,0,22.0,False
26.0,6.0,0.06,15.88,24.56,6194.12,0.13,344.12,5,0,15.0,False
32.0,7.0,0.06,17.27,26.45,7884.83,0.15,438.05,3,0,14.0,False
32.0,7.0,0.06,16.63,28.04,7749.82,0.16,430.55,3,0,14.0,False
16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
19.0,5.0,0.05,20.58,17.09,7240.15,0.12,402.23,1,0,19.0,False
21.0,5.0,0.04,23.32,14.73,8009.38,0.11,444.97,1,0,19.0,False
32.0,5.0,0.05,20.7,25.86,11080.47,0.18,615.58,4,0,18.0,False
11.0,2.0,0.25,4.0,10.3,164.84,0.01,9.16,0,1,6.0,False
10.0,3.0,0.17,5.83,13.71,466.67,0.03,25.93,1,0,10.0,False
11.0,3.0,0.19,5.25,13.4,369.2,0.02,20.51,1,0,9.0,False
65.0,9.0,0.03,35.85,20.93,26903.76,0.25,1494.65,7,1,23.0,False
11.0,1.0,0.22,4.59,54.22,1141.53,0.08,63.42,2,0,6.0,False
14.0,1.0,0.23,4.38,38.75,745.02,0.06,41.39,3,0,6.0,False
7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
56.0,12.0,0.04,27.65,39.19,29966.68,0.36,1664.82,8,0,26.0,False
54.0,11.0,0.03,39.27,25.26,38954.7,0.33,2164.15,17,0,19.0,False
13.0,2.0,0.14,7.2,11.31,586.15,0.03,32.56,1,0,8.0,False
22.0,1.0,0.05,19.5,12.27,4663.99,0.08,259.11,5,0,6.0,False
41.0,7.0,0.04,28.42,21.77,17581.1,0.21,976.73,3,0,24.0,False
9.0,2.0,0.17,5.73,25.66,841.6,0.05,46.76,1,1,9.0,False
7.0,1.0,0.2,5.0,10.14,253.59,0.02,14.09,1,0,6.0,False
55.0,8.0,0.04,25.77,29.32,19476.81,0.25,1082.04,5,0,18.0,False
26.0,4.0,0.05,20.18,17.71,7212.2,0.12,400.68,5,0,12.0,False
15.0,2.0,0.12,8.33,19.88,1380.58,0.06,76.7,4,0,10.0,False
22.0,4.0,0.05,19.55,15.32,5856.36,0.1,325.35,3,0,17.0,False
21.0,4.0,0.11,8.89,19.12,1510.37,0.06,83.91,2,0,10.0,False
87.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
11.0,1.0,0.13,7.5,7.11,400.05,0.02,22.22,2,0,5.0,False
22.0,3.0,0.04,22.31,14.15,7045.89,0.11,391.44,3,0,17.0,False
22.0,4.0,0.05,18.55,16.85,5795.05,0.1,321.95,2,0,17.0,False
17.0,1.0,0.06,17.5,11.07,3390.24,0.06,188.35,3,0,7.0,False
22.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
24.0,5.0,0.07,15.0,14.41,3241.45,0.07,180.08,1,0,12.0,False
9.0,2.0,0.29,3.5,17.41,213.31,0.02,11.85,0,0,6.0,False
31.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
31.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
71.0,4.0,0.02,50.0,39.96,99907.6,0.67,5550.42,12,1,16.0,False
44.0,6.0,0.03,34.04,32.72,37937.06,0.37,2107.61,2,0,18.0,False
363.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
9.0,1.0,0.18,5.71,17.09,558.13,0.03,31.01,1,0,8.0,False
60.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
19.0,5.0,0.07,13.75,22.48,4249.68,0.1,236.09,1,0,15.0,False
4.0,1.0,0.5,2.0,17.43,69.74,0.01,3.87,0,0,4.0,False
4.0,1.0,0.5,2.0,17.43,69.74,0.01,3.87,0,0,4.0,False
114.0,1.0,0.07,15.21,133.01,30758.43,0.67,1708.8,21,0,12.0,False
80.0,1.0,0.08,13.0,107.69,18199.13,0.47,1011.06,16,0,12.0,False
60.0,4.0,0.05,21.65,54.75,25656.31,0.4,1425.35,8,0,16.0,False
79.0,5.0,0.05,19.0,60.58,21869.29,0.38,1214.96,12,0,14.0,False
89.0,7.0,0.03,30.85,64.69,61570.81,0.67,3420.6,15,0,20.0,False
67.0,7.0,0.08,13.02,94.47,16014.6,0.41,889.7,13,0,14.0,False
132.0,5.0,0.04,25.66,98.68,64955.35,0.84,3608.63,34,0,18.0,False
29.0,2.0,0.15,6.81,52.54,2433.51,0.12,135.19,4,0,7.0,False
19.0,3.0,0.08,12.38,20.35,3121.04,0.08,173.39,4,0,14.0,False
12.0,2.0,0.17,5.82,25.55,865.03,0.05,48.06,1,0,8.0,False
24.0,8.0,0.06,15.69,21.89,5390.03,0.11,299.45,1,0,17.0,False
5.0,1.0,0.33,3.0,13.84,124.54,0.01,6.92,0,0,6.0,False
20.0,5.0,0.07,15.0,21.62,4864.96,0.11,270.28,3,0,13.0,False
19.0,4.0,0.07,13.93,12.41,2407.93,0.06,133.77,2,0,13.0,False
25.0,3.0,0.09,11.0,13.65,1651.29,0.05,91.74,4,0,11.0,False
31.0,6.0,0.04,28.57,10.13,8271.66,0.1,459.54,2,0,16.0,False
74.0,10.0,0.04,24.85,36.25,22378.03,0.3,1243.22,10,0,19.0,False
9.0,2.0,0.18,5.5,16.0,484.0,0.03,26.89,1,0,11.0,False
8.0,2.0,0.19,5.25,11.2,308.75,0.02,17.15,0,0,7.0,False
10.0,3.0,0.14,7.0,13.11,642.17,0.03,35.68,2,0,12.0,False
22.0,3.0,0.07,14.62,16.83,3599.57,0.08,199.98,0,0,13.0,False
18.0,4.0,0.08,12.22,14.5,2165.77,0.06,120.32,2,0,11.0,False
10.0,2.0,0.19,5.25,12.69,349.69,0.02,19.43,1,0,7.0,False
11.0,1.0,0.67,1.5,57.66,129.72,0.03,7.21,0,1,3.0,False
7.0,1.0,0.5,2.0,15.0,60.0,0.01,3.33,1,0,4.0,False
18.0,3.0,0.06,16.32,13.82,3686.87,0.08,204.83,2,0,7.0,False
7.0,1.0,0.17,6.0,6.89,248.16,0.01,13.79,1,0,4.0,False
12.0,2.0,0.13,7.5,10.94,615.34,0.03,34.19,0,0,9.0,False
8.0,2.0,0.4,2.5,8.98,56.15,0.01,3.12,2,0,5.0,False
81.0,5.0,0.08,12.52,103.45,16205.79,0.43,900.32,22,0,16.0,False
46.0,18.0,0.05,21.67,52.35,24586.42,0.38,1365.91,5,0,19.0,False
13.0,4.0,0.09,11.38,12.94,1673.96,0.05,93.0,1,0,14.0,False
9.0,2.0,0.15,6.6,13.33,580.8,0.03,32.27,1,0,11.0,False
9.0,2.0,0.14,7.0,14.3,700.55,0.03,38.92,1,0,12.0,False
9.0,3.0,0.15,6.86,14.87,699.09,0.03,38.84,1,0,12.0,False
72.0,5.0,0.07,13.7,116.07,21778.7,0.53,1209.93,19,0,12.0,False
27.0,3.0,0.18,5.7,40.22,1306.71,0.08,72.6,5,0,9.0,False
16.0,2.0,0.22,4.5,22.84,462.59,0.03,25.7,1,0,6.0,False
24.0,7.0,0.05,21.05,31.43,13930.05,0.22,773.89,1,0,16.0,False
29.0,1.0,0.17,6.0,40.37,1453.36,0.08,80.74,6,0,5.0,False
115.0,7.0,0.02,40.83,31.38,52318.77,0.43,2906.6,25,0,15.0,False
21.0,4.0,0.08,12.19,25.2,3743.51,0.1,207.97,2,1,15.0,False
65.0,7.0,0.05,19.7,45.95,17840.25,0.3,991.13,11,0,14.0,False
36.0,7.0,0.05,21.7,18.82,8862.8,0.14,492.38,2,0,21.0,False
16.0,3.0,0.1,10.5,20.39,2247.55,0.07,124.86,1,0,11.0,False
22.0,2.0,0.14,7.0,30.95,1516.51,0.07,84.25,1,0,7.0,False
5.0,1.0,0.29,3.5,15.19,186.03,0.02,10.33,0,0,5.0,False
8.0,3.0,0.15,6.67,12.6,560.0,0.03,31.11,1,0,10.0,False
5.0,1.0,0.67,1.5,10.84,24.38,0.01,1.35,0,0,3.0,False
11.0,2.0,0.19,5.25,16.92,466.26,0.03,25.9,1,1,7.0,False
97.0,7.0,0.02,40.87,68.39,114224.87,0.93,6345.83,3,0,19.0,False
6.0,1.0,0.44,2.25,16.21,82.12,0.01,4.56,0,0,3.0,False
6.0,2.0,0.2,5.0,10.04,250.95,0.02,13.94,0,0,8.0,False
6.0,1.0,0.4,2.5,13.2,82.5,0.01,4.58,1,0,4.0,False
18.0,3.0,0.13,7.5,17.79,1000.78,0.04,55.6,2,0,9.0,False
4.0,1.0,0.67,1.5,7.74,17.41,0.0,0.97,0,0,3.0,False
4.0,1.0,0.67,1.5,7.74,17.41,0.0,0.97,0,0,3.0,False
4.0,1.0,0.67,1.5,7.74,17.41,0.0,0.97,0,0,3.0,False
5.0,1.0,0.67,1.5,10.84,24.38,0.01,1.35,0,0,3.0,False
21.0,2.0,0.1,9.67,36.61,3421.23,0.12,190.07,2,0,14.0,False
20.0,2.0,0.07,14.44,26.17,5454.93,0.13,303.05,2,0,14.0,False
23.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
29.0,6.0,0.06,15.63,26.66,6514.56,0.14,361.92,5,2,18.0,False
4.0,1.0,0.27,3.75,6.74,94.75,0.01,5.26,0,0,5.0,False
39.0,9.0,0.05,20.0,19.87,7949.16,0.13,441.62,1,0,16.0,False
8.0,3.0,0.18,5.6,11.52,361.36,0.02,20.08,0,0,7.0,False
93.0,10.0,0.1,9.83,70.36,6803.2,0.23,377.96,9,0,10.0,False
16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
10.0,3.0,0.16,6.42,14.01,577.01,0.03,32.06,2,0,11.0,False
5.0,1.0,0.5,2.0,13.5,54.0,0.01,3.0,0,0,4.0,False
26.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
16.0,6.0,0.05,18.2,16.63,5507.46,0.1,305.97,1,0,14.0,False
17.0,5.0,0.05,19.5,13.06,4967.71,0.08,275.98,2,0,13.0,False
27.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
54.0,7.0,0.05,19.08,34.7,12631.04,0.22,701.72,7,0,18.0,False
7.0,1.0,0.4,2.5,30.11,188.21,0.03,10.46,1,0,4.0,False
16.0,4.0,0.08,13.06,14.63,2496.98,0.06,138.72,1,0,11.0,False
4.0,1.0,0.5,2.0,7.75,31.02,0.01,1.72,0,0,4.0,False
12.0,1.0,0.36,2.75,31.29,236.61,0.03,13.14,1,0,4.0,False
47.0,5.0,0.07,14.0,30.99,6073.45,0.14,337.41,7,2,14.0,False
19.0,2.0,0.25,4.0,22.84,365.51,0.03,20.31,3,0,7.0,False
64.0,8.0,0.03,38.18,18.59,27100.17,0.24,1505.57,1,0,15.0,False
27.0,3.0,0.08,12.5,24.62,3846.26,0.1,213.68,2,0,10.0,False
16.0,1.0,0.16,6.4,42.55,1742.87,0.09,96.83,1,0,6.0,False
10.0,2.0,0.14,7.0,17.14,840.0,0.04,46.67,1,0,8.0,False
25.0,2.0,0.18,5.56,46.19,1427.27,0.09,79.29,2,0,7.0,False
12.0,2.0,0.26,3.85,23.36,346.21,0.03,19.23,2,0,7.0,False
24.0,3.0,0.13,7.87,39.4,2439.21,0.1,135.51,3,0,13.0,False
5.0,1.0,0.17,5.83,18.38,625.58,0.04,34.75,0,0,5.0,False
11.0,2.0,0.16,6.25,11.67,455.68,0.02,25.32,0,0,5.0,False
79.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
83.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
76.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
85.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
84.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
158.0,12.0,0.03,32.34,65.65,68662.97,0.71,3814.61,19,1,20.0,False
61.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
110.0,16.0,0.02,47.25,37.1,82830.56,0.58,4601.7,6,0,27.0,False
69.0,10.0,0.06,17.64,67.88,21110.89,0.4,1172.83,11,0,15.0,False
11.0,2.0,0.17,6.0,9.97,358.77,0.02,19.93,0,0,6.0,False
15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
15.0,1.0,0.37,2.71,61.45,452.73,0.06,25.15,3,0,4.0,False
15.0,1.0,0.37,2.71,61.45,452.73,0.06,25.15,3,0,4.0,False
24.0,2.0,0.08,13.23,30.21,5288.35,0.13,293.8,3,0,8.0,False
39.0,5.0,0.04,26.81,14.74,10599.21,0.13,588.85,7,0,13.0,False
34.0,4.0,0.05,22.0,11.82,5720.0,0.09,317.78,6,0,11.0,False
39.0,5.0,0.04,26.81,14.74,10599.21,0.13,588.85,7,0,13.0,False
5.0,1.0,0.2,5.0,6.18,154.4,0.01,8.58,0,0,5.0,False
5.0,1.0,0.2,5.0,6.18,154.4,0.01,8.58,0,0,5.0,False
39.0,5.0,0.04,26.81,14.74,10599.21,0.13,588.85,7,0,13.0,False
5.0,1.0,0.2,5.0,6.18,154.4,0.01,8.58,0,0,5.0,False
5.0,1.0,0.2,5.0,6.18,154.4,0.01,8.58,0,0,5.0,False
83.0,12.0,0.01,67.6,16.93,77365.58,0.38,4298.09,15,0,13.0,False
8.0,1.0,0.21,4.67,17.13,373.12,0.03,20.73,1,0,8.0,False
50.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
93.0,8.0,0.08,12.53,151.16,23738.4,0.63,1318.8,10,0,15.0,False
60.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
69.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
49.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,False
20.0,3.0,0.07,14.46,22.17,4637.64,0.11,257.64,3,0,15.0,False
15.0,2.0,0.09,10.77,22.08,2560.32,0.08,142.24,1,0,14.0,False
162.0,45.0,0.03,33.95,73.23,84426.99,0.83,4690.39,13,0,20.0,False
66.0,15.0,0.05,21.58,37.27,17352.91,0.27,964.05,12,0,22.0,False
21.0,4.0,0.06,16.55,16.63,4551.62,0.09,252.87,2,0,13.0,False
20.0,1.0,0.14,7.11,21.27,1075.46,0.05,59.75,4,0,8.0,False
33.0,10.0,0.03,31.91,15.83,16121.43,0.17,895.64,3,0,18.0,False
26.0,4.0,0.09,11.11,29.76,3674.28,0.11,204.13,6,0,16.0,False
23.0,7.0,0.05,21.82,18.96,9025.64,0.14,501.42,2,0,16.0,False
83.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
26.0,5.0,0.1,10.05,23.28,2348.96,0.08,130.5,5,1,13.0,False
19.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
19.0,6.0,0.04,23.33,12.18,6632.91,0.09,368.5,3,0,15.0,False
27.0,6.0,0.03,32.67,13.1,13977.12,0.14,776.51,1,0,14.0,False
7.0,2.0,0.19,5.33,9.73,276.75,0.02,15.38,0,0,8.0,False
89.0,18.0,0.03,38.63,51.51,76854.68,0.66,4269.7,6,14,18.0,False
20.0,4.0,0.07,14.58,27.07,5758.04,0.13,319.89,0,0,14.0,False
9.0,1.0,0.28,3.6,13.45,174.36,0.02,9.69,3,0,6.0,False
13.0,2.0,0.15,6.56,33.66,1449.79,0.07,80.54,0,0,10.0,False
7.0,1.0,0.27,3.75,21.32,299.83,0.03,16.66,0,0,6.0,False
7.0,1.0,0.27,3.75,21.32,299.83,0.03,16.66,0,0,6.0,False
6.0,1.0,0.5,2.0,32.25,129.06,0.02,7.17,1,0,4.0,False
10.0,1.0,0.33,3.08,54.47,515.65,0.06,28.65,3,0,4.0,False
4.0,1.0,0.5,2.0,9.83,39.3,0.01,2.18,0,0,4.0,False
36.0,8.0,0.09,10.55,33.43,3718.1,0.12,206.56,0,0,8.0,False
23.0,9.0,0.03,30.0,13.63,12267.61,0.14,681.53,3,0,18.0,False
26.0,10.0,0.04,27.04,19.23,14060.0,0.17,781.11,3,0,19.0,False
25.0,9.0,0.04,26.25,17.57,12107.75,0.15,672.65,3,0,18.0,False
24.0,7.0,0.04,22.5,14.1,7138.92,0.11,396.61,3,0,18.0,False
27.0,9.0,0.04,26.25,17.76,12236.56,0.16,679.81,4,0,18.0,False
44.0,10.0,0.05,19.23,31.0,11460.53,0.2,636.7,4,0,18.0,False
24.0,7.0,0.04,22.5,14.1,7138.92,0.11,396.61,3,0,18.0,False
12.0,2.0,0.22,4.6,52.25,1105.69,0.08,61.43,0,0,8.0,False
9.0,2.0,0.29,3.5,20.09,246.08,0.02,13.67,0,0,7.0,False
17.0,3.0,0.1,9.6,20.9,1926.47,0.07,107.03,1,0,12.0,False
92.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
19.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
47.0,6.0,0.02,40.07,13.94,22390.71,0.19,1243.93,11,0,11.0,False
24.0,4.0,0.09,10.66,31.23,3546.85,0.11,197.05,1,1,11.0,False
22.0,4.0,0.12,8.4,28.3,1997.05,0.08,110.95,2,0,12.0,False
18.0,5.0,0.17,6.0,19.46,700.55,0.04,38.92,2,0,9.0,False
26.0,8.0,0.06,15.65,23.43,5741.78,0.12,318.99,3,0,11.0,False
5.0,2.0,0.4,2.5,11.41,71.32,0.01,3.96,0,0,5.0,False
20.0,3.0,0.07,13.5,20.14,3670.21,0.09,203.9,3,0,9.0,False
60.0,13.0,0.05,20.63,32.52,13841.82,0.22,768.99,4,0,14.0,False
27.0,8.0,0.09,11.73,26.84,3695.17,0.1,205.29,2,0,11.0,False
21.0,5.0,0.08,13.2,25.94,4519.05,0.11,251.06,1,0,12.0,False
9.0,1.0,0.31,3.21,21.19,218.94,0.02,12.16,1,0,5.0,False
11.0,3.0,0.14,7.0,26.76,1311.07,0.06,72.84,1,0,11.0,False
7.0,1.0,0.44,2.29,24.22,126.52,0.02,7.03,1,0,4.0,False
14.0,5.0,0.06,17.19,18.04,5329.82,0.1,296.1,2,0,11.0,False
9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
85.0,7.0,0.04,23.86,17.14,9758.75,0.14,542.15,40,0,15.0,False
17.0,4.0,0.08,11.79,11.32,1572.66,0.04,87.37,1,0,11.0,False
17.0,6.0,0.05,21.12,12.89,5752.84,0.09,319.6,1,0,13.0,False
22.0,3.0,0.1,10.5,26.41,2911.92,0.09,161.77,4,1,13.0,False
18.0,2.0,0.06,16.8,19.11,5394.13,0.11,299.67,4,0,12.0,False
15.0,3.0,0.1,10.05,23.28,2348.96,0.08,130.5,2,0,13.0,False
