b,lOCode,e,v,n,i,t,loc,d,v(g),defects
0.06,8,1471.49,171.67,42.0,20.03,81.75,14.0,8.57,1.0,False
0.06,8,1482.98,175.76,43.0,20.83,82.39,12.0,8.44,1.0,False
0.09,37,2614.85,283.28,61.0,30.69,145.27,42.0,9.23,6.0,False
0.07,9,1873.56,220.42,51.0,25.93,104.09,16.0,8.5,1.0,False
0.06,10,1356.56,173.92,39.0,22.3,75.36,14.0,7.8,3.0,False
0.46,51,31985.08,1390.66,249.0,60.46,1776.95,63.0,23.0,3.0,False
0.01,5,127.89,36.54,11.0,10.44,7.11,6.0,3.5,1.0,False
0.05,9,1015.92,158.32,35.0,24.67,56.44,13.0,6.42,3.0,False
0.28,84,15155.04,836.48,174.0,46.17,841.95,107.0,18.12,12.0,False
0.43,81,36943.68,1294.85,225.0,45.38,2052.42,86.0,28.53,18.0,False
0.14,21,4846.9,412.08,81.0,35.04,269.27,28.0,11.76,2.0,False
0.03,7,685.32,95.18,25.0,13.22,38.07,13.0,7.2,1.0,False
0.17,24,10025.91,509.48,101.0,25.89,557.0,32.0,19.68,5.0,False
0.06,11,2104.1,167.37,37.0,13.31,116.89,20.0,12.57,5.0,False
0.05,10,1092.25,144.43,34.0,19.1,60.68,16.0,7.56,2.0,False
0.14,21,6107.61,428.6,80.0,30.08,339.31,23.0,14.25,3.0,False
0.34,40,18184.77,1032.47,188.0,58.62,1010.26,54.0,17.61,4.0,False
0.26,27,8563.83,794.14,140.0,73.64,475.77,40.0,10.78,4.0,False
0.04,10,943.59,133.44,32.0,18.87,52.42,17.0,7.07,2.0,False
0.04,11,943.59,133.44,32.0,18.87,52.42,18.0,7.07,2.0,False
0.34,39,57087.35,1020.18,210.0,18.23,3171.52,57.0,55.96,4.0,False
0.05,8,1192.58,144.55,37.0,17.52,66.25,11.0,8.25,1.0,False
0.65,83,53438.87,1958.38,324.0,71.77,2968.83,110.0,27.29,14.0,False
0.1,21,4707.38,291.48,60.0,18.05,261.51,29.0,16.14,3.0,False
0.12,25,5539.63,348.79,68.0,21.96,307.76,31.0,15.88,5.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,3.0,False
0.2,23,9589.66,605.33,120.0,38.21,532.76,41.0,15.84,1.0,False
0.05,8,1188.43,158.46,38.0,21.13,66.02,12.0,7.5,4.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,4.0,False
0.06,9,1000.35,194.51,43.0,37.82,55.58,14.0,5.14,1.0,False
0.06,14,1426.13,182.84,41.0,23.44,79.23,20.0,7.8,3.0,False
0.12,29,5217.58,355.74,74.0,24.26,289.87,37.0,14.67,5.0,False
0.11,15,3715.65,317.07,64.0,27.06,206.42,24.0,11.72,4.0,False
0.03,8,671.36,95.91,23.0,13.7,37.3,12.0,7.0,3.0,False
0.18,21,8000.74,525.14,106.0,34.47,444.49,33.0,15.24,2.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,False
0.05,10,959.47,159.91,37.0,26.65,53.3,16.0,6.0,2.0,False
0.14,21,3804.17,415.0,83.0,45.27,211.34,29.0,9.17,2.0,False
0.24,24,11416.05,710.0,142.0,44.16,634.23,33.0,16.07,2.0,False
0.16,16,5825.33,470.73,99.0,38.04,323.63,24.0,12.38,1.0,False
0.13,17,4174.83,404.02,87.0,39.1,231.93,23.0,10.33,1.0,False
0.01,3,124.54,41.51,12.0,13.84,6.92,5.0,3.0,1.0,False
0.02,7,296.92,74.23,19.0,18.56,16.5,10.0,4.0,1.0,False
0.12,17,5339.03,351.75,71.0,23.17,296.61,28.0,15.18,5.0,False
0.07,12,1984.71,203.56,45.0,20.88,110.26,19.0,9.75,2.0,False
0.03,4,208.05,85.11,23.0,34.82,11.56,6.0,2.44,1.0,False
0.07,9,1054.29,208.08,46.0,41.07,58.57,14.0,5.07,1.0,False
0.1,14,1740.29,290.05,61.0,48.34,96.68,22.0,6.0,1.0,False
0.11,12,4469.18,325.03,74.0,23.64,248.29,18.0,13.75,1.0,False
0.07,15,1858.58,224.66,49.0,27.16,103.25,22.0,8.27,3.0,False
0.3,37,20360.13,911.65,166.0,40.82,1131.12,53.0,22.33,7.0,False
0.26,35,13839.54,781.89,140.0,44.17,768.86,57.0,17.7,5.0,False
0.52,73,40946.89,1574.88,270.0,60.57,2274.83,88.0,26.0,14.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,1.0,False
0.14,18,4095.87,417.17,82.0,42.49,227.55,23.0,9.82,1.0,False
0.06,13,1782.8,194.49,45.0,21.22,99.04,18.0,9.17,1.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,1.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,1.0,False
0.36,56,22637.44,1088.7,196.0,52.36,1257.64,70.0,20.79,12.0,False
0.08,12,2297.48,243.0,53.0,25.7,127.64,19.0,9.45,3.0,False
0.1,25,3518.46,312.75,62.0,27.8,195.47,31.0,11.25,4.0,False
0.15,30,10215.69,451.71,95.0,19.97,567.54,35.0,22.62,12.0,False
0.03,6,219.3,91.38,24.0,38.07,12.18,8.0,2.4,1.0,False
0.02,7,135.0,45.0,15.0,15.0,7.5,13.0,3.0,2.0,False
0.2,40,16657.48,605.73,126.0,22.03,925.42,45.0,27.5,16.0,False
0.05,10,547.68,161.42,38.0,47.58,30.43,13.0,3.39,1.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,7.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,7.0,False
0.15,20,4065.39,435.58,83.0,46.67,225.86,33.0,9.33,5.0,False
0.03,5,517.32,102.19,25.0,20.19,28.74,9.0,5.06,1.0,False
0.13,14,4104.31,383.78,79.0,35.89,228.02,20.0,10.69,1.0,False
0.04,5,539.55,110.36,27.0,22.57,29.97,9.0,4.89,1.0,False
0.17,17,5753.72,512.92,100.0,45.73,319.65,23.0,11.22,1.0,False
0.15,18,3661.56,456.51,89.0,56.92,203.42,26.0,8.02,2.0,False
0.08,13,3197.29,250.77,54.0,19.67,177.63,21.0,12.75,10.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,11.0,False
0.02,5,124.57,49.83,15.0,19.93,6.92,10.0,2.5,1.0,False
0.08,7,2740.19,249.98,52.0,22.81,152.23,15.0,10.96,3.0,False
0.23,48,39395.07,696.38,167.0,12.31,2188.61,66.0,56.57,11.0,False
0.13,35,22132.54,402.41,103.0,7.32,1229.59,78.0,55.0,11.0,False
0.54,56,74695.41,1625.35,312.0,35.37,4149.74,73.0,45.96,9.0,False
0.45,70,71083.18,1353.97,258.0,25.79,3949.07,163.0,52.5,19.0,False
0.12,17,8935.73,361.37,76.0,14.61,496.43,28.0,24.73,3.0,False
0.01,2,39.3,19.65,7.0,9.83,2.18,4.0,2.0,1.0,False
0.12,24,8197.6,370.93,82.0,16.78,455.42,37.0,22.1,8.0,False
0.12,24,8197.6,370.93,82.0,16.78,455.42,38.0,22.1,8.0,False
0.01,2,39.3,19.65,7.0,9.83,2.18,4.0,2.0,1.0,False
0.19,29,20397.92,566.61,129.0,15.74,1133.22,46.0,36.0,9.0,False
0.08,15,1069.68,237.71,55.0,52.82,59.43,30.0,4.5,1.0,False
0.06,12,1901.65,172.88,40.0,15.72,105.65,17.0,11.0,3.0,False
0.01,5,67.5,27.0,9.0,10.8,3.75,7.0,2.5,2.0,False
0.05,11,1542.87,154.29,37.0,15.43,85.72,14.0,10.0,2.0,False
0.06,11,1978.33,179.85,44.0,16.35,109.91,14.0,11.0,2.0,False
0.02,4,308.4,68.53,18.0,15.23,17.13,7.0,4.5,1.0,False
0.05,11,2728.41,146.16,44.0,7.83,151.58,14.0,18.67,2.0,False
0.01,2,81.0,27.0,9.0,9.0,4.5,4.0,3.0,1.0,False
0.01,3,31.02,20.68,8.0,13.79,1.72,6.0,1.5,1.0,False
0.13,21,11884.29,396.14,95.0,13.2,660.24,27.0,30.0,6.0,False
0.05,6,1543.67,158.32,35.0,16.23,85.76,10.0,9.75,4.0,False
0.76,78,49460.57,2287.55,349.0,105.8,2747.81,79.0,21.62,28.0,False
0.38,61,25007.13,1151.84,195.0,53.05,1389.29,89.0,21.71,8.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,13.0,False
0.31,55,10815.53,931.34,175.0,80.2,600.86,60.0,11.61,14.0,False
0.04,12,770.63,127.38,29.0,21.05,42.81,20.0,6.05,3.0,False
0.08,19,2746.84,241.48,52.0,21.23,152.6,32.0,11.38,6.0,False
0.6,81,75941.82,1808.14,295.0,43.05,4218.99,95.0,42.0,17.0,False
0.01,9,103.02,41.21,13.0,16.48,5.72,11.0,2.5,2.0,False
0.15,26,6467.44,438.86,87.0,29.78,359.3,32.0,14.74,4.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,9.0,False
0.72,88,244094.1,2148.89,447.0,18.92,13560.78,122.0,113.59,14.0,False
0.02,3,207.57,72.65,21.0,25.43,11.53,5.0,2.86,1.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,28.0,False
0.0,2,17.41,11.61,5.0,7.74,0.97,4.0,1.5,1.0,False
0.01,3,95.1,31.7,10.0,10.57,5.28,5.0,3.0,1.0,False
0.05,10,1236.75,142.7,32.0,16.47,68.71,15.0,8.67,4.0,False
0.1,20,6235.55,311.78,68.0,15.59,346.42,31.0,20.0,6.0,False
0.1,15,3039.39,294.41,60.0,28.52,168.85,21.0,10.32,4.0,False
0.01,2,99.66,33.22,10.0,11.07,5.54,5.0,3.0,1.0,False
0.02,6,431.75,68.53,18.0,10.88,23.99,9.0,6.3,3.0,False
0.01,2,103.78,41.51,12.0,16.61,5.77,4.0,2.5,2.0,False
0.0,1,0.0,0.0,1.0,0.0,0.0,6.0,0.0,1.0,False
0.11,16,3937.78,320.95,70.0,26.16,218.77,22.0,12.27,3.0,False
0.0,2,17.41,11.61,5.0,7.74,0.97,4.0,1.5,1.0,False
0.03,6,509.14,88.0,22.0,15.21,28.29,9.0,5.79,4.0,False
0.02,5,272.43,51.89,15.0,9.88,15.14,7.0,5.25,2.0,False
0.24,27,25226.63,717.91,134.0,20.43,1401.48,33.0,35.14,6.0,False
0.2,21,7252.9,590.73,111.0,48.11,402.94,29.0,12.28,3.0,False
0.13,26,6035.48,402.37,82.0,26.82,335.3,32.0,15.0,6.0,False
0.43,55,40204.52,1300.73,223.0,42.08,2233.58,109.0,30.91,13.0,False
0.11,18,9037.78,338.92,76.0,12.71,502.1,21.0,26.67,4.0,False
0.18,20,13412.0,535.05,108.0,21.35,745.11,22.0,25.07,4.0,False
0.13,26,6035.48,402.37,82.0,26.82,335.3,32.0,15.0,6.0,False
0.01,3,161.94,43.19,13.0,11.52,9.0,5.0,3.75,1.0,False
0.04,7,875.14,109.39,28.0,13.67,48.62,10.0,8.0,2.0,False
0.06,12,1209.56,181.11,39.0,27.12,67.2,16.0,6.68,3.0,False
0.08,11,3702.36,233.83,51.0,14.77,205.69,14.0,15.83,5.0,False
0.13,19,4759.28,384.59,80.0,31.08,264.4,30.0,12.38,3.0,False
0.1,20,4532.26,285.25,66.0,17.95,251.79,28.0,15.89,2.0,False
0.16,18,8614.57,471.22,97.0,25.78,478.59,25.0,18.28,4.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,11.0,False
0.02,4,298.97,49.83,15.0,8.3,16.61,7.0,6.0,2.0,False
0.02,4,249.08,51.89,15.0,10.81,13.84,7.0,4.8,2.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,6.0,False
0.0,2,17.41,11.61,5.0,7.74,0.97,4.0,1.5,1.0,False
0.04,8,1081.2,125.1,30.0,14.47,60.07,15.0,8.64,3.0,False
0.12,29,4336.31,347.83,74.0,27.9,240.91,42.0,12.47,5.0,False
0.04,5,402.06,125.64,33.0,39.26,22.34,8.0,3.2,1.0,False
0.04,8,1468.01,123.19,29.0,10.34,81.56,13.0,11.92,3.0,False
0.05,8,875.14,164.09,42.0,30.77,48.62,12.0,5.33,1.0,False
0.0,2,17.41,11.61,5.0,7.74,0.97,4.0,1.5,1.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,35.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,19.0,False
0.12,22,10125.36,373.29,74.0,13.76,562.52,32.0,27.13,7.0,False
0.14,24,9637.95,423.65,95.0,18.62,535.44,28.0,22.75,9.0,False
0.21,36,18604.46,620.15,129.0,20.67,1033.57,44.0,30.0,9.0,False
0.1,15,3361.27,288.86,68.0,24.82,186.74,24.0,11.64,3.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,2.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,5.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,5.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,5.0,False
0.1,20,2257.17,294.41,60.0,38.4,125.4,24.0,7.67,3.0,False
0.09,14,2594.64,263.22,56.0,26.7,144.15,23.0,9.86,2.0,False
0.07,17,2663.45,203.9,48.0,15.61,147.97,25.0,13.06,2.0,False
0.02,7,90.34,60.23,19.0,40.15,5.02,9.0,1.5,1.0,False
0.11,10,4934.45,316.65,70.0,20.32,274.14,13.0,15.58,4.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,2.0,False
0.01,3,186.03,39.86,12.0,8.54,10.33,5.0,4.67,1.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,5.0,False
0.09,21,2464.93,256.76,54.0,26.75,136.94,28.0,9.6,3.0,False
0.04,13,565.2,121.11,31.0,25.95,31.4,21.0,4.67,2.0,False
0.12,18,3440.31,371.33,79.0,40.08,191.13,24.0,9.26,3.0,False
0.06,10,1179.89,168.56,39.0,24.08,65.55,12.0,7.0,4.0,False
0.1,29,3988.2,296.34,61.0,22.02,221.57,31.0,13.46,5.0,False
0.02,9,310.05,53.15,16.0,9.11,17.22,11.0,5.83,2.0,False
0.01,2,60.0,24.0,8.0,9.6,3.33,4.0,2.5,1.0,False
0.0,2,17.41,11.61,5.0,7.74,0.97,4.0,1.5,1.0,False
0.87,95,101926.9,2606.6,410.0,66.66,5662.61,131.0,39.1,16.0,False
0.01,2,39.3,19.65,7.0,9.83,2.18,4.0,2.0,1.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,5.0,False
0.01,2,39.3,19.65,7.0,9.83,2.18,4.0,2.0,1.0,False
0.01,2,145.3,41.51,12.0,11.86,8.07,4.0,3.5,1.0,False
0.0,2,17.41,11.61,5.0,7.74,0.97,4.0,1.5,1.0,False
0.0,2,17.41,11.61,5.0,7.74,0.97,4.0,1.5,1.0,False
0.19,23,6322.71,563.52,109.0,50.22,351.26,33.0,11.22,3.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,3.0,False
0.21,26,7064.1,619.26,118.0,54.29,392.45,37.0,11.41,3.0,False
0.47,39,80527.27,1409.23,277.0,24.66,4473.74,41.0,57.14,9.0,False
0.01,2,67.5,27.0,9.0,10.8,3.75,4.0,2.5,1.0,False
0.02,7,287.09,70.31,19.0,17.22,15.95,12.0,4.08,2.0,False
0.03,5,357.78,92.0,23.0,23.66,19.88,9.0,3.89,1.0,False
0.01,3,95.1,31.7,10.0,10.57,5.28,5.0,3.0,1.0,False
0.38,62,29311.49,1127.37,195.0,43.36,1628.42,80.0,26.0,18.0,False
0.29,48,37391.07,877.72,174.0,20.6,2077.28,63.0,42.6,11.0,False
0.01,3,95.1,31.7,10.0,10.57,5.28,5.0,3.0,1.0,False
0.01,3,95.1,31.7,10.0,10.57,5.28,5.0,3.0,1.0,False
0.13,16,5340.62,381.47,77.0,27.25,296.7,22.0,14.0,4.0,False
0.06,11,2364.32,189.99,42.0,15.27,131.35,18.0,12.44,3.0,False
0.12,20,4048.54,361.66,73.0,32.31,224.92,28.0,11.19,4.0,False
0.06,11,2148.39,188.87,43.0,16.6,119.36,18.0,11.38,2.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,15.0,False
1.19,135,72337.96,3578.56,580.0,177.03,4018.78,149.0,20.21,10.0,False
0.0,1,0.0,0.0,1.0,0.0,0.0,13.0,0.0,1.0,False
0.07,12,2107.44,199.65,47.0,18.91,117.08,23.0,10.56,3.0,False
0.45,51,22995.71,1344.36,237.0,78.59,1277.54,77.0,17.11,7.0,False
0.63,99,66951.32,1879.34,299.0,52.75,3719.52,127.0,35.63,17.0,False
0.03,11,558.13,97.67,25.0,17.09,31.01,13.0,5.71,3.0,False
0.03,6,466.67,80.0,20.0,13.71,25.93,10.0,5.83,3.0,False
0.04,10,1146.39,127.38,29.0,14.15,63.69,15.0,9.0,4.0,False
0.04,10,1146.39,127.38,29.0,14.15,63.69,15.0,9.0,4.0,False
0.04,10,899.7,121.11,31.0,16.3,49.98,15.0,7.43,3.0,False
0.06,9,2679.62,175.14,46.0,11.45,148.87,13.0,15.3,1.0,False
0.01,3,145.3,41.51,12.0,11.86,8.07,6.0,3.5,1.0,False
0.0,2,17.41,11.61,5.0,7.74,0.97,4.0,1.5,1.0,False
0.0,2,17.41,11.61,5.0,7.74,0.97,4.0,1.5,1.0,False
0.01,4,166.42,44.38,14.0,11.83,9.25,8.0,3.75,1.0,False
0.26,27,17097.13,792.81,150.0,36.76,949.84,43.0,21.57,4.0,False
0.04,4,742.43,114.22,30.0,17.57,41.25,11.0,6.5,1.0,False
0.4,46,37349.28,1185.69,208.0,37.64,2074.96,68.0,31.5,9.0,False
0.16,28,8030.83,473.13,93.0,27.87,446.16,31.0,16.97,6.0,False
0.07,14,1971.45,212.61,47.0,22.93,109.53,22.0,9.27,3.0,False
0.1,22,3105.67,292.56,63.0,27.56,172.54,24.0,10.62,7.0,False
0.19,17,13728.74,584.2,113.0,24.86,762.71,20.0,23.5,4.0,False
0.05,10,1172.59,138.97,34.0,16.47,65.14,13.0,8.44,3.0,False
0.05,10,1172.59,138.97,34.0,16.47,65.14,13.0,8.44,3.0,False
0.02,3,125.47,50.19,14.0,20.08,6.97,6.0,2.5,1.0,False
0.0,2,17.41,11.61,5.0,7.74,0.97,4.0,1.5,1.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,8.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,12.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,False
0.0,4,17.41,11.61,5.0,7.74,0.97,4.0,1.5,1.0,False
0.01,4,79.25,31.7,10.0,12.68,4.4,6.0,2.5,1.0,False
0.09,8,1508.77,258.64,58.0,44.34,83.82,11.0,5.83,1.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,False
0.01,6,124.54,41.51,12.0,13.84,6.92,6.0,3.0,1.0,False
0.1,10,1714.78,311.78,68.0,56.69,95.27,12.0,5.5,1.0,False
0.0,2,17.41,11.61,5.0,7.74,0.97,4.0,1.5,1.0,False
0.07,13,2137.85,209.59,47.0,20.55,118.77,23.0,10.2,5.0,False
0.12,10,3810.6,351.75,71.0,32.47,211.7,16.0,10.83,5.0,False
0.06,14,834.54,175.69,40.0,36.99,46.36,21.0,4.75,2.0,False
0.03,7,281.3,93.77,24.0,31.26,15.63,13.0,3.0,1.0,False
0.01,3,37.9,25.27,9.0,16.84,2.11,5.0,1.5,1.0,False
0.0,2,17.41,11.61,5.0,7.74,0.97,4.0,1.5,1.0,False
0.01,2,31.02,15.51,6.0,7.75,1.72,4.0,2.0,1.0,False
0.25,38,5972.56,746.57,148.0,93.32,331.81,50.0,8.0,3.0,False
0.01,5,195.0,39.0,13.0,7.8,10.83,7.0,5.0,2.0,False
0.01,3,166.05,41.51,12.0,10.38,9.23,5.0,4.0,1.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,False
0.0,2,17.41,11.61,5.0,7.74,0.97,4.0,1.5,1.0,False
0.08,14,1920.77,233.83,51.0,28.47,106.71,18.0,8.21,4.0,False
0.01,2,39.3,19.65,7.0,9.83,2.18,5.0,2.0,1.0,False
0.04,4,388.8,108.0,27.0,30.0,21.6,9.0,3.6,1.0,False
0.03,7,786.47,101.95,24.0,13.22,43.69,10.0,7.71,3.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,2.0,False
0.04,13,899.5,118.94,28.0,15.73,49.97,18.0,7.56,2.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,4.0,False
0.06,14,1702.18,167.18,36.0,16.42,94.57,16.0,10.18,4.0,False
0.01,2,67.5,27.0,9.0,10.8,3.75,4.0,2.5,1.0,False
0.07,11,1592.51,206.82,44.0,26.86,88.47,17.0,7.7,2.0,False
0.03,7,342.0,76.0,19.0,16.89,19.0,10.0,4.5,4.0,False
0.0,2,17.41,11.61,5.0,7.74,0.97,4.0,1.5,1.0,False
0.05,9,1261.4,149.28,33.0,17.67,70.08,13.0,8.45,3.0,False
0.03,6,550.79,85.84,21.0,13.38,30.6,10.0,6.42,3.0,False
0.22,31,14010.06,653.53,119.0,30.49,778.34,34.0,21.44,8.0,False
0.22,31,14010.06,653.53,119.0,30.49,778.34,34.0,21.44,8.0,False
0.04,6,1062.74,114.45,28.0,12.33,59.04,9.0,9.29,4.0,False
0.04,7,625.24,133.98,31.0,28.71,34.74,10.0,4.67,2.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,False
0.01,3,37.9,25.27,9.0,16.84,2.11,5.0,1.5,1.0,False
0.03,7,875.88,102.19,25.0,11.92,48.66,11.0,8.57,2.0,False
0.56,96,64604.29,1687.33,296.0,44.07,3589.13,145.0,38.29,10.0,False
0.47,54,27499.21,1400.42,255.0,71.32,1527.73,74.0,19.64,2.0,False
0.01,1,39.3,19.65,7.0,9.83,2.18,4.0,2.0,1.0,False
0.04,7,549.36,130.8,32.0,31.14,30.52,11.0,4.2,1.0,False
0.05,8,981.27,159.91,37.0,26.06,54.52,12.0,6.14,1.0,False
0.03,6,393.42,102.19,25.0,26.54,21.86,9.0,3.85,1.0,False
0.03,5,232.67,83.76,22.0,30.15,12.93,8.0,2.78,1.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,2.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,13.0,False
0.05,13,1082.27,140.55,32.0,18.25,60.13,18.0,7.7,4.0,False
0.01,2,60.0,24.0,8.0,9.6,3.33,4.0,2.5,1.0,False
0.01,2,60.0,24.0,8.0,9.6,3.33,4.0,2.5,1.0,False
0.05,13,998.37,142.62,33.0,20.37,55.46,18.0,7.0,4.0,False
0.01,2,39.3,19.65,7.0,9.83,2.18,4.0,2.0,1.0,False
0.01,2,36.19,18.09,7.0,9.05,2.0,4.0,2.0,1.0,False
0.01,3,60.0,30.0,10.0,15.0,3.33,6.0,2.0,1.0,False
0.08,9,2003.61,239.75,53.0,28.69,111.31,14.0,8.36,3.0,False
0.01,6,87.17,34.87,11.0,13.95,4.84,9.0,2.5,2.0,False
0.18,17,7381.79,527.27,115.0,37.66,410.1,19.0,14.0,6.0,False
0.01,3,166.05,41.51,12.0,10.38,9.23,5.0,4.0,1.0,False
0.04,9,650.51,125.1,30.0,24.06,36.14,15.0,5.2,2.0,False
0.05,10,734.73,146.95,34.0,29.39,40.82,16.0,5.0,2.0,False
0.02,6,451.71,64.53,18.0,9.22,25.09,11.0,7.0,2.0,False
0.03,8,572.0,104.0,26.0,18.91,31.78,14.0,5.5,2.0,False
0.06,6,2039.01,169.92,40.0,14.16,113.28,11.0,12.0,4.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,2.0,False
0.0,2,55.73,13.93,6.0,3.48,3.1,4.0,4.0,1.0,False
0.01,2,31.02,15.51,6.0,7.75,1.72,4.0,2.0,1.0,False
0.43,56,46504.09,1277.59,222.0,35.1,2583.56,63.0,36.4,12.0,False
0.0,2,17.41,11.61,5.0,7.74,0.97,4.0,1.5,1.0,False
0.08,16,3533.74,233.64,55.0,15.45,196.32,29.0,15.13,4.0,False
0.28,43,10239.39,830.22,156.0,67.32,568.85,60.0,12.33,7.0,False
0.03,4,333.04,77.71,21.0,18.13,18.5,6.0,4.29,1.0,False
0.0,2,17.41,11.61,5.0,7.74,0.97,4.0,1.5,1.0,False
0.02,9,402.59,65.73,19.0,10.73,22.37,11.0,6.13,2.0,False
0.0,2,17.41,11.61,5.0,7.74,0.97,4.0,1.5,1.0,False
0.01,4,149.49,39.86,12.0,10.63,8.3,7.0,3.75,1.0,False
0.05,11,864.74,153.73,35.0,27.33,48.04,13.0,5.63,2.0,False
0.08,15,2519.68,229.06,53.0,20.82,139.98,17.0,11.0,7.0,False
0.04,13,1445.21,134.89,33.0,12.59,80.29,16.0,10.71,3.0,False
0.04,8,1280.22,125.34,29.0,12.27,71.12,12.0,10.21,3.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,13.0,False
0.05,14,1099.33,143.96,31.0,18.85,61.07,20.0,7.64,2.0,False
0.06,7,502.92,165.67,39.0,54.57,27.94,10.0,3.04,1.0,False
0.32,41,26054.49,972.05,175.0,36.27,1447.47,54.0,26.8,5.0,False
0.01,6,112.29,33.69,12.0,10.11,6.24,9.0,3.33,1.0,False
0.17,21,13376.33,495.42,100.0,18.35,743.13,38.0,27.0,6.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,False
0.05,13,1498.37,142.7,32.0,13.59,83.24,17.0,10.5,5.0,False
0.06,11,2148.39,188.87,43.0,16.6,119.36,19.0,11.38,2.0,False
0.02,5,174.4,46.51,14.0,12.4,9.69,8.0,3.75,1.0,False
0.01,2,60.0,24.0,8.0,9.6,3.33,4.0,2.5,1.0,False
0.07,14,1992.21,204.33,44.0,20.96,110.68,17.0,9.75,4.0,False
0.09,17,3438.81,267.96,62.0,20.88,191.05,42.0,12.83,5.0,False
0.02,4,181.32,51.81,14.0,14.8,10.07,10.0,3.5,1.0,False
0.08,16,3441.07,242.9,50.0,17.15,191.17,22.0,14.17,5.0,False
0.08,17,2231.09,245.18,51.0,26.94,123.95,23.0,9.1,3.0,False
0.02,4,152.36,60.94,17.0,24.38,8.46,7.0,2.5,1.0,False
2.0,153,604291.69,6024.54,901.0,60.06,33571.76,198.0,100.31,46.0,False
0.04,12,742.43,114.22,30.0,17.57,41.25,15.0,6.5,2.0,False
0.16,19,3463.04,479.5,106.0,66.39,192.39,22.0,7.22,1.0,False
0.01,2,67.5,27.0,9.0,10.8,3.75,4.0,2.5,1.0,False
0.16,19,3782.88,465.59,106.0,57.3,210.16,22.0,8.13,1.0,False
0.16,19,3463.04,479.5,106.0,66.39,192.39,22.0,7.22,1.0,False
0.01,2,67.5,27.0,9.0,10.8,3.75,4.0,2.5,1.0,False
0.12,10,6582.75,371.33,79.0,20.95,365.71,18.0,17.73,4.0,False
0.16,18,5735.39,465.69,94.0,37.81,318.63,23.0,12.32,5.0,False
0.1,14,1691.05,296.13,63.0,51.86,93.95,22.0,5.71,7.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,False
